Line,Station Name,Daytime Routes,Borough Name,Complex Id,Division,Gtfs Stop Id,North Direction Label,South Direction Label,Station Geom,Station Id,Structure,Station Lat,Station Lon
8th Av - Fulton St,W 4 St,A C E,Manhattan,167,IND,A32,Uptown - Queens,Downtown & Brooklyn,POINT(-74.000495 40.732338),167,Subway,40.732338,-74.000495
6th Av - Culver,W 4 St,B D F M,Manhattan,167,IND,D20,Uptown - Queens,Downtown & Brooklyn,POINT(-74.000495 40.732338),167,Subway,40.732338,-74.000495
8th Av - Fulton St,Spring St,C E,Manhattan,168,IND,A33,Uptown - Queens,Downtown & Brooklyn,POINT(-74.003739 40.726227),168,Subway,40.726227,-74.003739
8th Av - Fulton St,Canal St,A C E,Manhattan,169,IND,A34,Uptown - Queens,Downtown & Brooklyn,POINT(-74.005229 40.720824),169,Subway,40.720824,-74.005229
8th Av - Fulton St,Chambers St,A C,Manhattan,624,IND,A36,Uptown,Downtown & Brooklyn,POINT(-74.008585 40.714111),170,Subway,40.714111,-74.008585
8th Av - Fulton St,World Trade Center,E,Manhattan,624,IND,E01,Uptown & Queens,,POINT(-74.009781 40.712582),171,Subway,40.712582,-74.009781
8th Av - Fulton St,Fulton St,A C,Manhattan,628,IND,A38,Uptown,Brooklyn,POINT(-74.007691 40.710197),172,Subway,40.710197,-74.007691
8th Av - Fulton St,High St,A C,Brooklyn,173,IND,A40,Manhattan,Euclid - Lefferts - Rockaways,POINT(-73.990531 40.699337),173,Subway,40.699337,-73.990531
8th Av - Fulton St,Jay St - MetroTech,A C F,Brooklyn,636,IND,A41,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,POINT(-73.987342 40.692338),174,Subway,40.692338,-73.987342
8th Av - Fulton St,Hoyt - Schermerhorn Sts,A C G,Brooklyn,175,IND,A42,Manhattan - Church Av,Euclid Av & Queens - Court Sq,POINT(-73.985001 40.688484),175,Subway,40.688484,-73.985001
8th Av - Fulton St,Lafayette Av,C,Brooklyn,176,IND,A43,Manhattan,Euclid Av,POINT(-73.973946 40.686113),176,Subway,40.686113,-73.973946
8th Av - Fulton St,Clinton - Washington Avs,C,Brooklyn,177,IND,A44,Manhattan,Euclid Av,POINT(-73.965838 40.683263),177,Subway,40.683263,-73.965838
8th Av - Fulton St,Franklin Av,C,Brooklyn,627,IND,A45,Manhattan,Euclid Av,POINT(-73.956848 40.68138),178,Subway,40.68138,-73.956848
8th Av - Fulton St,Nostrand Av,A C,Brooklyn,179,IND,A46,Manhattan,Euclid - Lefferts - Rockaways,POINT(-73.950426 40.680438),179,Subway,40.680438,-73.950426
8th Av - Fulton St,Kingston - Throop Avs,C,Brooklyn,180,IND,A47,Manhattan,Euclid Av,POINT(-73.940858 40.679921),180,Subway,40.679921,-73.940858
8th Av - Fulton St,Utica Av,A C,Brooklyn,181,IND,A48,Manhattan,Euclid - Lefferts - Rockaways,POINT(-73.930729 40.679364),181,Subway,40.679364,-73.930729
8th Av - Fulton St,Ralph Av,C,Brooklyn,182,IND,A49,Manhattan,Euclid Av,POINT(-73.920786 40.678822),182,Subway,40.678822,-73.920786
8th Av - Fulton St,Rockaway Av,C,Brooklyn,183,IND,A50,Manhattan,Euclid Av,POINT(-73.911946 40.67834),183,Subway,40.67834,-73.911946
8th Av - Fulton St,Broadway Jct,A C,Brooklyn,621,IND,A51,Manhattan,Euclid - Lefferts - Rockaways,POINT(-73.905316 40.678334),184,Subway,40.678334,-73.905316
8th Av - Fulton St,Liberty Av,C,Brooklyn,185,IND,A52,Manhattan,Euclid Av,POINT(-73.896548 40.674542),185,Subway,40.674542,-73.896548
8th Av - Fulton St,Van Siclen Av,C,Brooklyn,186,IND,A53,Manhattan,Euclid Av,POINT(-73.890358 40.67271),186,Subway,40.67271,-73.890358
8th Av - Fulton St,Shepherd Av,C,Brooklyn,187,IND,A54,Manhattan,Euclid Av,POINT(-73.88075 40.67413),187,Subway,40.67413,-73.88075
8th Av - Fulton St,Euclid Av,A C,Brooklyn,188,IND,A55,Manhattan,Lefferts - Rockaways,POINT(-73.872106 40.675377),188,Subway,40.675377,-73.872106
Liberty Av,Grant Av,A,Brooklyn,189,IND,A57,Manhattan,Lefferts - Rockaways,POINT(-73.86505 40.677044),189,Subway,40.677044,-73.86505
Liberty Av,80 St,A,Queens,190,IND,A59,Manhattan,Lefferts - Rockaways,POINT(-73.858992 40.679371),190,Elevated,40.679371,-73.858992
Liberty Av,88 St,A,Queens,191,IND,A60,Manhattan,Lefferts - Rockaways,POINT(-73.85147 40.679843),191,Elevated,40.679843,-73.85147
Liberty Av,Rockaway Blvd,A,Queens,192,IND,A61,Manhattan,Lefferts - Rockaways,POINT(-73.843853 40.680429),192,Elevated,40.680429,-73.843853
Liberty Av,104 St,A,Queens,193,IND,A63,Manhattan,Lefferts Blvd,POINT(-73.837683 40.681711),193,Elevated,40.681711,-73.837683
Liberty Av,111 St,A,Queens,194,IND,A64,Manhattan,Lefferts Blvd,POINT(-73.832163 40.684331),194,Elevated,40.684331,-73.832163
Liberty Av,Ozone Park - Lefferts Blvd,A,Queens,195,IND,A65,Manhattan,,POINT(-73.825798 40.685951),195,Elevated,40.685951,-73.825798
Rockaway,Aqueduct Racetrack,A,Queens,196,IND,H01,Manhattan,Rockaways,POINT(-73.835919 40.672097),196,At Grade,40.672097,-73.835919
Rockaway,Aqueduct - N Conduit Av,A,Queens,197,IND,H02,Manhattan,Rockaways,POINT(-73.834058 40.668234),197,At Grade,40.668234,-73.834058
Rockaway,Howard Beach - JFK Airport,A,Queens,198,IND,H03,Manhattan,Rockaways,POINT(-73.830301 40.660476),198,At Grade,40.660476,-73.830301
Rockaway,Broad Channel,A S,Queens,199,IND,H04,Manhattan,Rockaways,POINT(-73.815925 40.608382),199,At Grade,40.608382,-73.815925
Rockaway,Beach 90 St,A S,Queens,200,IND,H12,Manhattan,Rockaway Park,POINT(-73.813641 40.588034),200,Viaduct,40.588034,-73.813641
Rockaway,Beach 98 St,A S,Queens,201,IND,H13,Manhattan,Rockaway Park,POINT(-73.820558 40.585307),201,Viaduct,40.585307,-73.820558
Rockaway,Beach 105 St,A S,Queens,202,IND,H14,Manhattan,Rockaway Park,POINT(-73.827559 40.583209),202,Viaduct,40.583209,-73.827559
Rockaway,Rockaway Park - Beach 116 St,A S,Queens,203,IND,H15,Manhattan,,POINT(-73.835592 40.580903),203,At Grade,40.580903,-73.835592
Rockaway,Beach 67 St,A,Queens,204,IND,H06,Manhattan,Far Rockaway,POINT(-73.796924 40.590927),204,Viaduct,40.590927,-73.796924
Rockaway,Beach 60 St,A,Queens,205,IND,H07,Manhattan,Far Rockaway,POINT(-73.788522 40.592374),205,Viaduct,40.592374,-73.788522
Rockaway,Beach 44 St,A,Queens,206,IND,H08,Manhattan,Far Rockaway,POINT(-73.776013 40.592943),206,Viaduct,40.592943,-73.776013
Rockaway,Beach 36 St,A,Queens,207,IND,H09,Manhattan,Far Rockaway,POINT(-73.768175 40.595398),207,Viaduct,40.595398,-73.768175
Rockaway,Beach 25 St,A,Queens,208,IND,H10,Manhattan,Far Rockaway,POINT(-73.761353 40.600066),208,Viaduct,40.600066,-73.761353
Rockaway,Far Rockaway - Mott Av,A,Queens,209,IND,H11,Manhattan,,POINT(-73.755405 40.603995),209,Viaduct,40.603995,-73.755405
Concourse,Norwood - 205 St,D,Bronx,210,IND,D01,,Manhattan,POINT(-73.878855 40.874811),210,Subway,40.874811,-73.878855
Concourse,Bedford Park Blvd,B D,Bronx,211,IND,D03,Norwood - 205 St,Manhattan,POINT(-73.887138 40.873244),211,Subway,40.873244,-73.887138
Concourse,Kingsbridge Rd,B D,Bronx,212,IND,D04,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.893509 40.866978),212,Subway,40.866978,-73.893509
Concourse,Fordham Rd,B D,Bronx,213,IND,D05,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.897749 40.861296),213,Subway,40.861296,-73.897749
Concourse,182-183 Sts,B D,Bronx,214,IND,D06,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.900741 40.856093),214,Subway,40.856093,-73.900741
Concourse,Tremont Av,B D,Bronx,215,IND,D07,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.905227 40.85041),215,Subway,40.85041,-73.905227
Concourse,174-175 Sts,B D,Bronx,216,IND,D08,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.910136 40.8459),216,Subway,40.8459,-73.910136
Concourse,170 St,B D,Bronx,217,IND,D09,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.9134 40.839306),217,Subway,40.839306,-73.9134
Concourse,167 St,B D,Bronx,218,IND,D10,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.91844 40.833771),218,Subway,40.833771,-73.91844
Concourse,161 St - Yankee Stadium,B D,Bronx,604,IND,D11,Bedford Pk Blvd & 205 St,Manhattan,POINT(-73.925651 40.827905),219,Subway,40.827905,-73.925651
Concourse,155 St,B D,Manhattan,220,IND,D12,The Bronx,Downtown & Brooklyn,POINT(-73.938209 40.830135),220,Subway,40.830135,-73.938209
63rd St,21 St - Queensbridge,F,Queens,221,IND,B04,Jamaica,Manhattan,POINT(-73.942836 40.754203),221,Subway,40.754203,-73.942836
63rd St,Roosevelt Island,F,Manhattan,222,IND,B06,Queens,Manhattan,POINT(-73.95326 40.759145),222,Subway,40.759145,-73.95326
63rd St,Lexington Av/63 St,F Q,Manhattan,223,IND,B08,Uptown - Queens,Downtown & Brooklyn,POINT(-73.966113 40.764629),223,Subway,40.764629,-73.966113
6th Av - Culver,57 St,F,Manhattan,224,IND,B10,Uptown & Queens,Downtown & Brooklyn,POINT(-73.97745 40.763972),224,Subway,40.763972,-73.97745
6th Av - Culver,47-50 Sts - Rockefeller Ctr,B D F M,Manhattan,225,IND,D15,Uptown & The Bronx - Queens,Downtown & Brooklyn,POINT(-73.981329 40.758663),225,Subway,40.758663,-73.981329
6th Av - Culver,42 St - Bryant Pk,B D F M,Manhattan,609,IND,D16,Uptown & The Bronx - Queens,Downtown & Brooklyn,POINT(-73.984569 40.754222),226,Subway,40.754222,-73.984569
6th Av - Culver,34 St - Herald Sq,B D F M,Manhattan,607,IND,D17,Uptown & The Bronx - Queens,Downtown & Brooklyn,POINT(-73.987823 40.749719),227,Subway,40.749719,-73.987823
6th Av - Culver,23 St,F M,Manhattan,228,IND,D18,Uptown & Queens,Downtown & Brooklyn,POINT(-73.992821 40.742878),228,Subway,40.742878,-73.992821
6th Av - Culver,14 St,F M,Manhattan,601,IND,D19,Uptown & Queens,Downtown & Brooklyn,POINT(-73.996209 40.738228),229,Subway,40.738228,-73.996209
6th Av - Culver,Broadway-Lafayette St,B D F M,Manhattan,619,IND,D21,Uptown & The Bronx - Queens,Downtown & Brooklyn,POINT(-73.996204 40.725297),230,Subway,40.725297,-73.996204
6th Av - Culver,Grand St,B D,Manhattan,231,IND,D22,Uptown & The Bronx,Brooklyn,POINT(-73.993753 40.718267),231,Subway,40.718267,-73.993753
6th Av - Culver,2 Av,F,Manhattan,232,IND,F14,Uptown & Queens,Downtown & Brooklyn,POINT(-73.989938 40.723402),232,Subway,40.723402,-73.989938
6th Av - Culver,Delancey St,F,Manhattan,625,IND,F15,Uptown & Queens,Downtown & Brooklyn,POINT(-73.988114 40.718611),233,Subway,40.718611,-73.988114
6th Av - Culver,East Broadway,F,Manhattan,234,IND,F16,Uptown & Queens,Brooklyn,POINT(-73.990173 40.713715),234,Subway,40.713715,-73.990173
6th Av - Culver,York St,F,Brooklyn,235,IND,F18,Manhattan,Coney Island,POINT(-73.986751 40.701397),235,Subway,40.701397,-73.986751
6th Av - Culver,Bergen St,F G,Brooklyn,236,IND,F20,Manhattan - Queens,Church Av - Coney Island,POINT(-73.990862 40.686145),236,Subway,40.686145,-73.990862
6th Av - Culver,Carroll St,F G,Brooklyn,237,IND,F21,Manhattan - Queens,Church Av - Coney Island,POINT(-73.995048 40.680303),237,Subway,40.680303,-73.995048
6th Av - Culver,Smith - 9 Sts,F G,Brooklyn,238,IND,F22,Manhattan - Queens,Church Av - Coney Island,POINT(-73.995959 40.67358),238,Viaduct,40.67358,-73.995959
6th Av - Culver,4 Av,F G,Brooklyn,608,IND,F23,Manhattan - Queens,Church Av - Coney Island,POINT(-73.989779 40.670272),239,Viaduct,40.670272,-73.989779
6th Av - Culver,7 Av,F G,Brooklyn,240,IND,F24,Manhattan - Queens,Church Av - Coney Island,POINT(-73.980305 40.666271),240,Subway,40.666271,-73.980305
6th Av - Culver,15 St - Prospect Park,F G,Brooklyn,241,IND,F25,Manhattan - Queens,Church Av - Coney Island,POINT(-73.979493 40.660365),241,Subway,40.660365,-73.979493
6th Av - Culver,Fort Hamilton Pkwy,F G,Brooklyn,242,IND,F26,Manhattan - Queens,Church Av - Coney Island,POINT(-73.975776 40.650782),242,Subway,40.650782,-73.975776
6th Av - Culver,Church Av,F,Brooklyn,243,IND,F27,Manhattan,Coney Island,POINT(-73.979678 40.644041),243,Subway,40.644041,-73.979678
6th Av - Culver,Ditmas Av,F,Brooklyn,244,IND,F29,Manhattan,Coney Island,POINT(-73.978172 40.636119),244,Elevated,40.636119,-73.978172
6th Av - Culver,18 Av,F,Brooklyn,245,IND,F30,Manhattan,Coney Island,POINT(-73.976971 40.629755),245,Elevated,40.629755,-73.976971
6th Av - Culver,Avenue I,F,Brooklyn,246,IND,F31,Manhattan,Coney Island,POINT(-73.976127 40.625322),246,Elevated,40.625322,-73.976127
6th Av - Culver,Bay Pkwy,F,Brooklyn,247,IND,F32,Manhattan,Coney Island,POINT(-73.975264 40.620769),247,Elevated,40.620769,-73.975264
6th Av - Culver,Avenue N,F,Brooklyn,248,IND,F33,Manhattan,Coney Island,POINT(-73.974197 40.61514),248,Elevated,40.61514,-73.974197
6th Av - Culver,Avenue P,F,Brooklyn,249,IND,F34,Manhattan,Coney Island,POINT(-73.973022 40.608944),249,Elevated,40.608944,-73.973022
6th Av - Culver,Kings Hwy,F,Brooklyn,250,IND,F35,Manhattan,Coney Island,POINT(-73.972361 40.603217),250,Elevated,40.603217,-73.972361
6th Av - Culver,Avenue U,F,Brooklyn,251,IND,F36,Manhattan,Coney Island,POINT(-73.973357 40.596063),251,Elevated,40.596063,-73.973357
6th Av - Culver,Avenue X,F,Brooklyn,252,IND,F38,Manhattan,Coney Island,POINT(-73.97425 40.58962),252,Elevated,40.58962,-73.97425
6th Av - Culver,Neptune Av,F,Brooklyn,253,IND,F39,Manhattan,Stillwell Av,POINT(-73.974574 40.581011),253,Elevated,40.581011,-73.974574
Queens Blvd,Jamaica - 179 St,F,Queens,254,IND,F01,,Manhattan,POINT(-73.783817 40.712646),254,Subway,40.712646,-73.783817
Queens Blvd,169 St,F,Queens,255,IND,F02,179 St,Manhattan,POINT(-73.793604 40.71047),255,Subway,40.71047,-73.793604
Queens Blvd,Parsons Blvd,F,Queens,256,IND,F03,179 St,Manhattan,POINT(-73.803326 40.707564),256,Subway,40.707564,-73.803326
Queens Blvd,Sutphin Blvd,F,Queens,257,IND,F04,179 St,Manhattan,POINT(-73.810708 40.70546),257,Subway,40.70546,-73.810708
Queens Blvd,Briarwood - Van Wyck Blvd,E F,Queens,258,IND,F05,Jamaica,Manhattan,POINT(-73.820574 40.709179),258,Subway,40.709179,-73.820574
Queens Blvd,Kew Gardens - Union Tpke,E F,Queens,259,IND,F06,Jamaica,Manhattan,POINT(-73.831008 40.714441),259,Subway,40.714441,-73.831008
Queens Blvd,75 Av,E F,Queens,260,IND,F07,Jamaica,Manhattan,POINT(-73.837324 40.718331),260,Subway,40.718331,-73.837324
Queens Blvd,Forest Hills - 71 Av,E F M R,Queens,261,IND,G08,Jamaica,Manhattan,POINT(-73.844521 40.721691),261,Subway,40.721691,-73.844521
Queens Blvd,67 Av,M R,Queens,262,IND,G09,Forest Hills,Manhattan,POINT(-73.852719 40.726523),262,Subway,40.726523,-73.852719
Queens Blvd,63 Dr - Rego Park,M R,Queens,263,IND,G10,Forest Hills,Manhattan,POINT(-73.861604 40.729846),263,Subway,40.729846,-73.861604
Queens Blvd,Woodhaven Blvd,M R,Queens,264,IND,G11,Forest Hills,Manhattan,POINT(-73.869229 40.733106),264,Subway,40.733106,-73.869229
Queens Blvd,Grand Av - Newtown,M R,Queens,265,IND,G12,Forest Hills,Manhattan,POINT(-73.877223 40.737015),265,Subway,40.737015,-73.877223
Queens Blvd,Elmhurst Av,M R,Queens,266,IND,G13,Forest Hills,Manhattan,POINT(-73.882017 40.742454),266,Subway,40.742454,-73.882017
Queens Blvd,Jackson Hts - Roosevelt Av,E F M R,Queens,616,IND,G14,Forest Hills - Jamaica,Manhattan,POINT(-73.891338 40.746644),267,Subway,40.746644,-73.891338
Queens Blvd,65 St,M R,Queens,268,IND,G15,Forest Hills,Manhattan,POINT(-73.898453 40.749669),268,Subway,40.749669,-73.898453
Queens Blvd,Northern Blvd,M R,Queens,269,IND,G16,Forest Hills,Manhattan,POINT(-73.906006 40.752885),269,Subway,40.752885,-73.906006
Queens Blvd,46 St,M R,Queens,270,IND,G18,Forest Hills,Manhattan,POINT(-73.913333 40.756312),270,Subway,40.756312,-73.913333
Queens Blvd,Steinway St,M R,Queens,271,IND,G19,Forest Hills,Manhattan,POINT(-73.92074 40.756879),271,Subway,40.756879,-73.92074
Queens Blvd,36 St,M R,Queens,272,IND,G20,Forest Hills,Manhattan,POINT(-73.928781 40.752039),272,Subway,40.752039,-73.928781
Queens Blvd,Queens Plaza,E M R,Queens,273,IND,G21,Forest Hills - Jamaica,Manhattan,POINT(-73.937243 40.748973),273,Subway,40.748973,-73.937243
Queens Blvd,Court Sq,E M,Queens,606,IND,F09,Forest Hills - Jamaica,Manhattan,POINT(-73.946 40.747846),274,Subway,40.747846,-73.946
Queens Blvd,Lexington Av/53 St,E M,Manhattan,612,IND,F11,Queens,Downtown & Brooklyn,POINT(-73.969055 40.757552),275,Subway,40.757552,-73.969055
Queens Blvd,5 Av/53 St,E M,Manhattan,276,IND,F12,Queens,Downtown & Brooklyn,POINT(-73.975224 40.760167),276,Subway,40.760167,-73.975224
Queens Blvd,7 Av,B D E,Manhattan,277,IND,D14,Uptown & The Bronx - Queens,Downtown & Brooklyn,POINT(-73.981637 40.762862),277,Subway,40.762862,-73.981637
Queens - Archer,Jamaica Center - Parsons/Archer,E J Z,Queens,278,IND,G05,,Manhattan,POINT(-73.801109 40.702147),278,Subway,40.702147,-73.801109
Queens - Archer,Sutphin Blvd - Archer Av - JFK Airport,E J Z,Queens,279,IND,G06,Jamaica Center,Manhattan,POINT(-73.807969 40.700486),279,Subway,40.700486,-73.807969
Queens - Archer,Jamaica - Van Wyck,E,Queens,280,IND,G07,Jamaica Center,Manhattan,POINT(-73.816859 40.702566),280,Subway,40.702566,-73.816859
Crosstown,Court Sq,G,Queens,606,IND,G22,,Brooklyn,POINT(-73.943832 40.746554),281,Subway,40.746554,-73.943832
Crosstown,21 St,G,Queens,282,IND,G24,Court Sq,Brooklyn,POINT(-73.949724 40.744065),282,Subway,40.744065,-73.949724
Crosstown,Greenpoint Av,G,Brooklyn,283,IND,G26,Queens,Church Av,POINT(-73.954449 40.731352),283,Subway,40.731352,-73.954449
Crosstown,Nassau Av,G,Brooklyn,284,IND,G28,Queens,Church Av,POINT(-73.951277 40.724635),284,Subway,40.724635,-73.951277
Crosstown,Metropolitan Av,G,Brooklyn,629,IND,G29,Queens,Church Av,POINT(-73.951418 40.712792),285,Subway,40.712792,-73.951418
Crosstown,Broadway,G,Brooklyn,286,IND,G30,Queens,Church Av,POINT(-73.950308 40.706092),286,Subway,40.706092,-73.950308
Crosstown,Flushing Av,G,Brooklyn,287,IND,G31,Queens,Church Av,POINT(-73.950234 40.700377),287,Subway,40.700377,-73.950234
Crosstown,Myrtle - Willoughby Avs,G,Brooklyn,288,IND,G32,Queens,Church Av,POINT(-73.949046 40.694568),288,Subway,40.694568,-73.949046
Crosstown,Bedford - Nostrand Avs,G,Brooklyn,289,IND,G33,Queens,Church Av,POINT(-73.953522 40.689627),289,Subway,40.689627,-73.953522
Crosstown,Classon Av,G,Brooklyn,290,IND,G34,Queens,Church Av,POINT(-73.96007 40.688873),290,Subway,40.688873,-73.96007
Crosstown,Clinton - Washington Avs,G,Brooklyn,291,IND,G35,Queens,Church Av,POINT(-73.966839 40.688089),291,Subway,40.688089,-73.966839
Crosstown,Fulton St,G,Brooklyn,292,IND,G36,Queens,Church Av,POINT(-73.975375 40.687119),292,Subway,40.687119,-73.975375
Broadway - 7Av,Van Cortlandt Park - 242 St,1,Bronx,293,IRT,101,,Manhattan,POINT(-73.898583 40.889248),293,Elevated,40.889248,-73.898583
Broadway - 7Av,238 St,1,Bronx,294,IRT,103,242 St,Manhattan,POINT(-73.90087 40.884667),294,Elevated,40.884667,-73.90087
Broadway - 7Av,231 St,1,Bronx,295,IRT,104,242 St,Manhattan,POINT(-73.904834 40.878856),295,Elevated,40.878856,-73.904834
Broadway - 7Av,Marble Hill - 225 St,1,Manhattan,296,IRT,106,242 St,Downtown,POINT(-73.909831 40.874561),296,Elevated,40.874561,-73.909831
Broadway - 7Av,215 St,1,Manhattan,297,IRT,107,The Bronx,Downtown,POINT(-73.915279 40.869444),297,Elevated,40.869444,-73.915279
Broadway - 7Av,207 St,1,Manhattan,298,IRT,108,Uptown & The Bronx,Downtown,POINT(-73.918822 40.864621),298,Elevated,40.864621,-73.918822
Broadway - 7Av,Dyckman St,1,Manhattan,299,IRT,109,Uptown & The Bronx,Downtown,POINT(-73.925536 40.860531),299,Elevated,40.860531,-73.925536
Broadway - 7Av,191 St,1,Manhattan,300,IRT,110,Uptown & The Bronx,Downtown,POINT(-73.929412 40.855225),300,Subway,40.855225,-73.929412
Broadway - 7Av,181 St,1,Manhattan,301,IRT,111,Uptown & The Bronx,Downtown,POINT(-73.933596 40.849505),301,Subway,40.849505,-73.933596
Broadway - 7Av,168 St - Washington Hts,1,Manhattan,605,IRT,112,Uptown & The Bronx,Downtown,POINT(-73.940133 40.840556),302,Subway,40.840556,-73.940133
Broadway - 7Av,157 St,1,Manhattan,303,IRT,113,Uptown & The Bronx,Downtown,POINT(-73.94489 40.834041),303,Subway,40.834041,-73.94489
Broadway - 7Av,145 St,1,Manhattan,304,IRT,114,Uptown & The Bronx,Downtown,POINT(-73.95036 40.826551),304,Subway,40.826551,-73.95036
Broadway - 7Av,137 St - City College,1,Manhattan,305,IRT,115,Uptown & The Bronx,Downtown,POINT(-73.953676 40.822008),305,Subway,40.822008,-73.953676
Broadway - 7Av,125 St,1,Manhattan,306,IRT,116,Uptown & The Bronx,Downtown,POINT(-73.958372 40.815581),306,Elevated,40.815581,-73.958372
Broadway - 7Av,116 St - Columbia University,1,Manhattan,307,IRT,117,Uptown & The Bronx,Downtown,POINT(-73.96411 40.807722),307,Subway,40.807722,-73.96411
Broadway - 7Av,Cathedral Pkwy,1,Manhattan,308,IRT,118,Uptown & The Bronx,Downtown,POINT(-73.966847 40.803967),308,Subway,40.803967,-73.966847
Broadway - 7Av,103 St,1,Manhattan,309,IRT,119,Uptown & The Bronx,Downtown,POINT(-73.968379 40.799446),309,Subway,40.799446,-73.968379
Broadway - 7Av,96 St,1 2 3,Manhattan,310,IRT,120,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.972323 40.793919),310,Subway,40.793919,-73.972323
Broadway - 7Av,86 St,1,Manhattan,311,IRT,121,Uptown & The Bronx,Downtown,POINT(-73.976218 40.788644),311,Subway,40.788644,-73.976218
Broadway - 7Av,79 St,1,Manhattan,312,IRT,122,Uptown & The Bronx,Downtown,POINT(-73.979917 40.783934),312,Subway,40.783934,-73.979917
Broadway - 7Av,72 St,1 2 3,Manhattan,313,IRT,123,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.98197 40.778453),313,Subway,40.778453,-73.98197
Broadway - 7Av,66 St - Lincoln Center,1,Manhattan,314,IRT,124,Uptown & The Bronx,Downtown,POINT(-73.982209 40.77344),314,Subway,40.77344,-73.982209
Broadway - 7Av,59 St - Columbus Circle,1,Manhattan,614,IRT,125,Uptown & The Bronx,Downtown,POINT(-73.981929 40.768247),315,Subway,40.768247,-73.981929
Broadway - 7Av,50 St,1,Manhattan,316,IRT,126,Uptown & The Bronx,Downtown,POINT(-73.983849 40.761728),316,Subway,40.761728,-73.983849
Broadway - 7Av,Times Sq - 42 St,1 2 3,Manhattan,611,IRT,127,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.987495 40.75529),317,Subway,40.75529,-73.987495
Broadway - 7Av,34 St - Penn Station,1 2 3,Manhattan,318,IRT,128,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.991057 40.750373),318,Subway,40.750373,-73.991057
Broadway - 7Av,28 St,1,Manhattan,319,IRT,129,Uptown & The Bronx,Downtown,POINT(-73.993365 40.747215),319,Subway,40.747215,-73.993365
Broadway - 7Av,23 St,1,Manhattan,320,IRT,130,Uptown & The Bronx,Downtown,POINT(-73.995657 40.744081),320,Subway,40.744081,-73.995657
Broadway - 7Av,18 St,1,Manhattan,321,IRT,131,Uptown & The Bronx,Downtown,POINT(-73.997871 40.74104),321,Subway,40.74104,-73.997871
Broadway - 7Av,14 St,1 2 3,Manhattan,601,IRT,132,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.000201 40.737826),322,Subway,40.737826,-74.000201
Broadway - 7Av,Christopher St - Sheridan Sq,1,Manhattan,323,IRT,133,Uptown & The Bronx,Downtown,POINT(-74.002906 40.733422),323,Subway,40.733422,-74.002906
Broadway - 7Av,Houston St,1,Manhattan,324,IRT,134,Uptown & The Bronx,Downtown,POINT(-74.005367 40.728251),324,Subway,40.728251,-74.005367
Broadway - 7Av,Canal St,1,Manhattan,325,IRT,135,Uptown & The Bronx,Downtown,POINT(-74.006277 40.722854),325,Subway,40.722854,-74.006277
Broadway - 7Av,Franklin St,1,Manhattan,326,IRT,136,Uptown & The Bronx,Downtown,POINT(-74.006886 40.719318),326,Subway,40.719318,-74.006886
Broadway - 7Av,Chambers St,1 2 3,Manhattan,327,IRT,137,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.009266 40.715478),327,Subway,40.715478,-74.009266
Broadway - 7Av,WTC Cortlandt,1,Manhattan,328,IRT,138,Uptown & The Bronx,Downtown,POINT(-74.012188 40.711835),328,Subway,40.711835,-74.012188
Broadway - 7Av,Rector St,1,Manhattan,329,IRT,139,Uptown & The Bronx,Downtown,POINT(-74.013783 40.707513),329,Subway,40.707513,-74.013783
Broadway - 7Av,South Ferry,1,Manhattan,635,IRT,142,Uptown & The Bronx,,POINT(-74.013664 40.702068),330,Subway,40.702068,-74.013664
Clark St,Park Pl,2 3,Manhattan,624,IRT,228,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.008811 40.713051),331,Subway,40.713051,-74.008811
Clark St,Fulton St,2 3,Manhattan,628,IRT,229,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.006571 40.709416),332,Subway,40.709416,-74.006571
Clark St,Wall St,2 3,Manhattan,333,IRT,230,Uptown & The Bronx,Brooklyn,POINT(-74.0091 40.706821),333,Subway,40.706821,-74.0091
Clark St,Clark St,2 3,Brooklyn,334,IRT,231,Manhattan,Flatbush - New Lots,POINT(-73.993086 40.697466),334,Subway,40.697466,-73.993086
Clark St,Borough Hall,2 3,Brooklyn,620,IRT,232,Manhattan,Flatbush - New Lots,POINT(-73.989998 40.693219),335,Subway,40.693219,-73.989998
Eastern Pky,Hoyt St,2 3,Brooklyn,336,IRT,233,Manhattan,Flatbush - New Lots,POINT(-73.985065 40.690545),336,Subway,40.690545,-73.985065
Eastern Pky,Nevins St,2 3 4 5,Brooklyn,337,IRT,234,Manhattan,Flatbush - Utica - New Lots,POINT(-73.980492 40.688246),337,Subway,40.688246,-73.980492
